<?xml version="1.0" encoding="UTF-8"?>
<data>
  <stars>
    <star r="2.0" x="1299.8813" y="2786.092"/>
    <star r="2.0" x="8350.939" y="4089.26"/>
    <star r="2.0" x="6528.7812" y="9361.563"/>
    <star r="2.0" x="6701.3687" y="9755.864"/>
    <star r="2.0" x="5202.4863" y="9338.969"/>
    <star r="2.0" x="1935.1763" y="9319.537"/>
    <star r="2.0" x="6533.0254" y="8419.398"/>
    <star r="2.0" x="6257.676" y="7880.338"/>
    <star r="2.0" x="3922.1" y="2255.5935"/>
    <star r="2.0" x="1584.1144" y="1116.314"/>
    <star r="2.0" x="7461.089" y="1211.4602"/>
    <star r="2.0" x="7888.1074" y="2295.444"/>
    <star r="2.0" x="8258.049" y="9122.103"/>
    <star r="2.0" x="6388.5825" y="8968.858"/>
    <star r="2.0" x="2012.4257" y="2453.0195"/>
    <star r="2.0" x="7230.937" y="9619.756"/>
    <star r="2.0" x="3655.3586" y="528.3511"/>
    <star r="2.0" x="434.1829" y="9958.714"/>
    <star r="2.0" x="5732.4146" y="6417.1694"/>
    <star r="2.0" x="6294.592" y="769.55853"/>
    <star r="2.0" x="8075.172" y="9456.031"/>
    <star r="2.0" x="7753.3525" y="4152.292"/>
    <star r="2.0" x="6955.823" y="1911.2843"/>
    <star r="2.0" x="8515.559" y="8706.263"/>
    <star r="2.0" x="6831.309" y="3955.825"/>
    <star r="2.0" x="983.6072" y="1266.7466"/>
    <star r="2.0" x="4665.3525" y="7805.556"/>
    <star r="2.0" x="1841.7734" y="8964.51"/>
    <star r="2.0" x="5092.13" y="5728.044"/>
    <star r="2.0" x="7871.054" y="9927.181"/>
    <star r="2.0" x="7996.6616" y="9740.734"/>
    <star r="2.0" x="3223.7559" y="9283.91"/>
    <star r="2.0" x="8795.676" y="7543.4595"/>
    <star r="2.0" x="2853.9973" y="3264.883"/>
    <star r="2.0" x="5388.818" y="8808.228"/>
    <star r="2.0" x="6460.215" y="3192.742"/>
    <star r="2.0" x="5712.4214" y="4950.789"/>
    <star r="2.0" x="7494.6157" y="1725.4246"/>
    <star r="2.0" x="1584.227" y="349.23672"/>
    <star r="2.0" x="2346.7773" y="604.8268"/>
    <star r="2.0" x="313.76303" y="2414.5876"/>
    <star r="2.0" x="3497.445" y="5762.0947"/>
    <star r="2.0" x="6824.652" y="5560.596"/>
    <star r="2.0" x="5515.9795" y="6391.191"/>
    <star r="2.0" x="8965.718" y="912.03394"/>
    <star r="2.0" x="5461.558" y="7584.302"/>
    <star r="2.0" x="4670.0205" y="323.5233"/>
    <star r="2.0" x="6233.5884" y="5476.0166"/>
    <star r="2.0" x="5766.139" y="3089.3958"/>
    <star r="2.0" x="7359.072" y="2312.1763"/>
    <star r="2.0" x="2884.3027" y="4587.4976"/>
    <star r="2.0" x="7730.779" y="281.76428"/>
    <star r="2.0" x="4080.0642" y="3338.6982"/>
    <star r="2.0" x="7015.786" y="4757.792"/>
    <star r="2.0" x="5787.7993" y="1744.9891"/>
    <star r="2.0" x="403.65933" y="3311.258"/>
    <star r="2.0" x="4501.6567" y="3602.3938"/>
    <star r="2.0" x="6590.485" y="8610.038"/>
    <star r="2.0" x="6367.7817" y="723.78815"/>
    <star r="2.0" x="3401.0703" y="4304.895"/>
    <star r="2.0" x="6582.525" y="1348.6152"/>
    <star r="2.0" x="4207.6235" y="44.319035"/>
    <star r="2.0" x="2269.4905" y="4002.1985"/>
    <star r="2.0" x="1748.5476" y="7749.047"/>
    <star r="2.0" x="9215.019" y="3981.8198"/>
    <star r="2.0" x="2493.8196" y="7709.9014"/>
    <star r="2.0" x="1557.0754" y="2418.3643"/>
    <star r="2.0" x="3220.796" y="2537.105"/>
    <star r="2.0" x="3045.4587" y="3963.4453"/>
    <star r="2.0" x="3801.7898" y="5666.8745"/>
    <star r="2.0" x="1839.1501" y="2498.532"/>
    <star r="2.0" x="3676.9592" y="1297.5127"/>
    <star r="2.0" x="7716.056" y="1114.4232"/>
    <star r="2.0" x="9376.061" y="5151.3213"/>
    <star r="2.0" x="9996.201" y="4070.047"/>
    <star r="2.0" x="2512.443" y="2303.5151"/>
    <star r="2.0" x="7095.6123" y="2956.1853"/>
    <star r="2.0" x="622.98956" y="5041.4385"/>
    <star r="2.0" x="9327.167" y="5153.4146"/>
    <star r="2.0" x="1257.984" y="1967.2561"/>
    <star r="2.0" x="6957.9355" y="519.0599"/>
    <star r="2.0" x="4993.334" y="9578.994"/>
    <star r="2.0" x="6450.1025" y="7543.762"/>
    <star r="2.0" x="8171.121" y="696.2353"/>
    <star r="2.0" x="1803.2163" y="5806.7085"/>
    <star r="2.0" x="6768.8203" y="5269.643"/>
    <star r="2.0" x="1746.8876" y="95.55757"/>
    <star r="2.0" x="9917.181" y="9353.03"/>
    <star r="2.0" x="691.4443" y="8052.539"/>
    <star r="2.0" x="4264.845" y="6942.2656"/>
    <star r="2.0" x="4534.556" y="7515.4556"/>
    <star r="2.0" x="8126.3315" y="7709.58"/>
    <star r="2.0" x="6068.2744" y="9038.778"/>
    <star r="2.0" x="9619.672" y="5691.625"/>
    <star r="2.0" x="7475.8594" y="446.65515"/>
    <star r="2.0" x="3740.2153" y="125.21922"/>
    <star r="2.0" x="4612.5757" y="3071.1616"/>
    <star r="2.0" x="5436.163" y="8860.302"/>
    <star r="2.0" x="4009.2952" y="7794.1787"/>
    <star r="2.0" x="5626.137" y="7203.039"/>
    <star r="2.0" x="5121.233" y="4711.9663"/>
    <star r="2.0" x="4075.3125" y="4334.9844"/>
    <star r="2.0" x="7783.8755" y="4593.9736"/>
    <star r="2.0" x="1938.7185" y="5392.041"/>
    <star r="2.0" x="5370.584" y="7071.3745"/>
    <star r="2.0" x="371.53064" y="8238.835"/>
    <star r="2.0" x="4226.52" y="8269.792"/>
    <star r="2.0" x="3148.3943" y="9402.948"/>
    <star r="2.0" x="7755.2207" y="5341.914"/>
    <star r="2.0" x="6947.8457" y="6595.812"/>
    <star r="2.0" x="1450.0046" y="2850.2708"/>
    <star r="2.0" x="4533.0737" y="4893.4175"/>
    <star r="2.0" x="2303.6987" y="4333.004"/>
    <star r="2.0" x="3154.8906" y="7724.441"/>
    <star r="2.0" x="727.00085" y="4634.7065"/>
    <star r="2.0" x="3243.7544" y="1153.7933"/>
    <star r="2.0" x="5407.035" y="5022.381"/>
    <star r="2.0" x="3940.7295" y="2987.696"/>
    <star r="2.0" x="5710.805" y="3899.4766"/>
    <star r="2.0" x="806.8055" y="5487.4424"/>
    <star r="2.0" x="3269.691" y="3588.4727"/>
    <star r="2.0" x="3679.3162" y="9082.272"/>
    <star r="2.0" x="4475.942" y="5528.1206"/>
    <star r="2.0" x="6115.118" y="2630.0793"/>
    <star r="2.0" x="704.08167" y="7022.5073"/>
    <star r="2.0" x="2143.5374" y="5294.674"/>
    <star r="2.0" x="9281.895" y="6926.586"/>
    <star r="2.0" x="6587.2603" y="3890.3982"/>
    <star r="2.0" x="8438.472" y="2241.4707"/>
    <star r="2.0" x="5404.5317" y="4083.2024"/>
    <star r="2.0" x="5730.81" y="4251.169"/>
    <star r="2.0" x="6238.218" y="1719.7191"/>
    <star r="2.0" x="5594.436" y="632.7373"/>
    <star r="2.0" x="3472.1606" y="2964.04"/>
    <star r="2.0" x="5695.08" y="7830.186"/>
    <star r="2.0" x="8907.277" y="6131.238"/>
    <star r="2.0" x="8413.918" y="7158.493"/>
    <star r="2.0" x="8962.212" y="9986.291"/>
    <star r="2.0" x="7033.3076" y="4701.443"/>
    <star r="2.0" x="2828.037" y="9789.857"/>
    <star r="2.0" x="1677.2223" y="2532.838"/>
    <star r="2.0" x="6984.1284" y="4074.9646"/>
    <star r="2.0" x="7693.2188" y="416.06665"/>
    <star r="2.0" x="9102.515" y="8681.493"/>
    <star r="2.0" x="5552.109" y="8556.693"/>
    <star r="2.0" x="5788.745" y="5202.536"/>
    <star r="2.0" x="2317.6748" y="3675.2993"/>
    <star r="2.0" x="1455.7314" y="5046.089"/>
    <star r="2.0" x="7850.506" y="455.44565"/>
    <star r="2.0" x="498.7359" y="7718.8574"/>
    <star r="2.0" x="5925.0127" y="5970.346"/>
    <star r="2.0" x="7899.1484" y="8721.531"/>
    <star r="2.0" x="9843.156" y="6011.486"/>
    <star r="2.0" x="8465.153" y="3225.8333"/>
    <star r="2.0" x="1627.518" y="4186.4116"/>
    <star r="2.0" x="6620.759" y="2195.9854"/>
